subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	order	docpath	path	file	basename
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	28	Create new	species	Drulisvirus FK1979	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	203	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	28	Create new	species	Drulisvirus FK1979	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus FK1979'	NA	203	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	29	Create new	species	Drulisvirus LLY	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	204	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	29	Create new	species	Drulisvirus LLY	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus LLY'	NA	204	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	30	Create new	species	Drulisvirus VLCpiA1c	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	205	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	30	Create new	species	Drulisvirus VLCpiA1c	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus VLCpiA1c'	NA	205	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	31	Create new	species	Drulisvirus M21221	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	206	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	31	Create new	species	Drulisvirus M21221	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus M21221'	NA	206	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	32	Create new	species	Drulisvirus IME337	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	207	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	32	Create new	species	Drulisvirus IME337	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus IME337'	NA	207	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	33	Create new	species	Drulisvirus KA	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	208	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	33	Create new	species	Drulisvirus KA	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus KA'	NA	208	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	34	Create new	species	Drulisvirus K40PH129C1	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	209	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	34	Create new	species	Drulisvirus K40PH129C1	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus K40PH129C1'	NA	209	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	35	Create new	species	Drulisvirus VLCpiA1f	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	210	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	35	Create new	species	Drulisvirus VLCpiA1f	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus VLCpiA1f'	NA	210	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	36	Create new	species	Drulisvirus VLCpiA1e	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	211	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	36	Create new	species	Drulisvirus VLCpiA1e	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus VLCpiA1e'	NA	211	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	37	Create new	species	Drulisvirus KPPK1081	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	212	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	37	Create new	species	Drulisvirus KPPK1081	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus KPPK1081'	NA	212	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	38	Create new	species	Drulisvirus KPPK1082	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	213	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	38	Create new	species	Drulisvirus KPPK1082	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus KPPK1082'	NA	213	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	39	Create new	species	Drulisvirus ZX11	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	214	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	39	Create new	species	Drulisvirus ZX11	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus ZX11'	NA	214	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	40	Create new	species	Drulisvirus VLCpiA1r	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	215	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	40	Create new	species	Drulisvirus VLCpiA1r	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus VLCpiA1r'	NA	215	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	41	Create new	species	Drulisvirus VLCpiA1q	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	216	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	41	Create new	species	Drulisvirus VLCpiA1q	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus VLCpiA1q'	NA	216	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	42	Create new	species	Drulisvirus VLC4	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	217	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	42	Create new	species	Drulisvirus VLC4	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus VLC4'	NA	217	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	43	Create new	species	Drulisvirus VAC25	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	218	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	43	Create new	species	Drulisvirus VAC25	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus VAC25'	NA	218	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	44	Create new	species	Drulisvirus VLC1	INFO	CREATE.PARENT_RENAMED	Change=NEW, proposed parent taxon exists, but not with expected name/lineage, using observed lineage	otherProposal(s)=2024.045B.A.v2.Autographivirales.zip:5;2024.045B.A.v2.Autographivirales.zip:10 did a promote family [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;move subfamily [identical]Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae, PROPOSED//OBSERVED=Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographivir[ales//idae];[Autoscriptoviridae//Slopekvirinae];[Slopekvirinae//Drulisvirus];[Drulisvirus//]	NA	219	NA	NA	NA	NA
Bacterial viruses (B) proposals	2024.045B	2024.045B.A.v2.Autographivirales.docx	2024.045B.A.v2.Autographivirales.xlsx	44	Create new	species	Drulisvirus VLC1	SUCCESS	CREATE.OK	Change=NEW, applied successfully	Create species of 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae;Slopekvirinae;Drulisvirus;Drulisvirus VLC1'	NA	219	NA	NA	NA	NA
