isolate_id	taxnode_id	species_sort	isolate_sort	species_name	isolate_type	isolate_names	isolate_abbrevs	isolate_designation	genbank_accessions	refseq_accessions	genome_coverage	molecule	host_source	refseq_organism	refseq_taxids	update_change	update_prev_species	update_prev_taxnode_id	update_change_proposal	_isolate_name	notes
1009021	202402365	9260	1	Tymovirus dulcamarae	E	Dulcamara mottle virus	DuMV	Tzanetakis	AY789137	NC_007609	Complete genome	ssRNA(+)	plants	NULL	70823	same	Tymovirus dulcamarae	202302365	NULL	Dulcamara mottle virus	NULL
1009022	202402367	9261	1	Tymovirus erysimi	E	Erysimum latent virus	ErLV	Srifah	AF098523	NC_001977	Complete genome	ssRNA(+)	plants	NULL	12152	same	Tymovirus erysimi	202302367	NULL	Erysimum latent virus	NULL
1009023	202402368	9262	1	Tymovirus kennedyae	E	Kennedya yellow mosaic virus	KYMV	Jervis Bay	D00637	NC_001746	Complete genome	ssRNA(+)	plants	NULL	12158	same	Tymovirus kennedyae	202302368	NULL	Kennedya yellow mosaic virus	NULL
1009024	202402356	9263	1	Tymovirus latandigenum	E	Andean potato latent virus	APLV	Col	JX508291	NC_020470	Complete genome	ssRNA(+)	plants	NULL	73819	same	Tymovirus latandigenum	202302356	NULL	Andean potato latent virus	NULL
1009025	202402379	9264	1	Tymovirus lycopersici	E	tomato blistering mosaic tymovirus	TBMT	SC50	KC840043	NC_021851	Complete genome	ssRNA(+)	plants	NULL	1010616	same	Tymovirus lycopersici	202302379	NULL	tomato blistering mosaic tymovirus	NULL
1009026	202402366	9265	1	Tymovirus melongenae	E	eggplant mosaic virus	EMV	NULL	J04374	NC_001480	Complete genome	ssRNA(+)	plants	NULL	12151	same	Tymovirus melongenae	202302366	NULL	eggplant mosaic virus	NULL
1009027	202402369	9266	1	Tymovirus melonis	E	melon rugose mosaic virus	MRMV	264	NULL	NULL	No entry in Genbank	ssRNA(+)	plants	NULL	NULL	same	Tymovirus melonis	202302369	NULL	melon rugose mosaic virus	NULL
1009028	202402357	9267	1	Tymovirus mosandigenum	E	Andean potato mild mosaic virus	APMMV	Hu	JX508290	NC_020471	Complete genome	ssRNA(+)	plants	NULL	1296569	same	Tymovirus mosandigenum	202302357	NULL	Andean potato mild mosaic virus	NULL
1009029	202415116	9268	1	Tymovirus naranjillae	E	naranjilla chlorotic mosaic virus	NarCMV	Nar-21	MG323924	NC_077008	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Tymovirus naranjillae	202315116	NULL	naranjilla chlorotic mosaic virus	NULL
1009030	202402370	9269	1	Tymovirus nemesiae	E	Nemesia ring necrosis virus	NeRNV	Koenig	AY751778	NC_011538	Complete genome	ssRNA(+)	plants	NULL	312009	same	Tymovirus nemesiae	202302370	NULL	Nemesia ring necrosis virus	NULL
1009031	202402372	9270	1	Tymovirus ononis	E	Ononis yellow mosaic virus	OYMV	Ding	J04375	NC_001513	Complete genome	ssRNA(+)	plants	NULL	12153	same	Tymovirus ononis	202302372	NULL	Ononis yellow mosaic virus	NULL
1009032	202402373	9271	1	Tymovirus passiflorae	E	passion fruit yellow mosaic virus	PFYMV	NULL	AF467107	NC_043089	Partial genome	ssRNA(+)	plants	NULL	185692	same	Tymovirus passiflorae	202302373	NULL	passion fruit yellow mosaic virus	NULL
1009033	202402375	9272	1	Tymovirus petuniae	E	Petunia vein banding virus	PetVBV	Koenig	AF210709	NC_043090	Partial genome	ssRNA(+)	plants	NULL	147306	same	Tymovirus petuniae	202302375	NULL	Petunia vein banding virus	NULL
1009034	202402376	9273	1	Tymovirus physalis	E	Physalis mottle virus	PhyMV	NULL	Y16104	NC_003634	Complete genome	ssRNA(+)	plants	NULL	72539	same	Tymovirus physalis	202302376	NULL	Physalis mottle virus	NULL
1009035	202402377	9274	1	Tymovirus plantagonis	E	Plantago mottle virus	PlMoV	Koenig	AY751779	NC_011539	Complete genome	ssRNA(+)	plants	NULL	312274	same	Tymovirus plantagonis	202302377	NULL	Plantago mottle virus	NULL
1009036	202415117	9275	1	Tymovirus quitoense	E	naranjilla mild mosaic virus	NarMMV	Nar-21	MH784952	NC_077017	Complete genome	ssRNA(+)	plants	NULL	NULL	same	Tymovirus quitoense	202315117	NULL	naranjilla mild mosaic virus	NULL
1009037	202402378	9276	1	Tymovirus scrophulariae	E	Scrophularia mottle virus	ScrMV	Koenig	AY751777	NC_011537	Complete genome	ssRNA(+)	plants	NULL	312273	same	Tymovirus scrophulariae	202302378	NULL	Scrophularia mottle virus	NULL
1009038	202402359	9277	1	Tymovirus theobromatis	E	cacao yellow mosaic virus	CYMV	Ding	X54354	NC_038867	Partial genome	ssRNA(+)	plants	NULL	12150	same	Tymovirus theobromatis	202302359	NULL	cacao yellow mosaic virus	NULL
1009039	202402381	9278	1	Tymovirus voandzeiae	E	Voandzeia necrotic mosaic virus	VNMV	NULL	NULL	NULL	No entry in Genbank	ssRNA(+)	plants	NULL	NULL	same	Tymovirus voandzeiae	202302381	NULL	Voandzeia necrotic mosaic virus	NULL
1009040	NULL	7913	1	abolished	E	Bombyx mori latent virus	BmMLV	NULL	AB186123	NC_038331	Complete genome	ssRNA(+)	invertebrates	NULL	2065033	abolished	Bombyx mori latent virus	202302384	2024.024P.Tymoviridae_abolish_sp.zip	Bombyx mori latent virus	NULL
1009041	NULL	7914	1	abolished	E	poinsettia mosaic virus	PMV	Bradel	AJ271595	NC_002164	Complete genome	ssRNA(+)	plants	NULL	113553	abolished	Poinsettia mosaic virus	202302385	2024.024P.Tymoviridae_abolish_sp.zip	poinsettia mosaic virus	NULL
1009042	202403138	9279	1	Hepacivirus bovis	E	bovine hepacivirus	BoHV	GER/2014	KP641127	NC_038432	Coding-complete genome	ssRNA(+)	vertebrates	NULL	3052226	same	Hepacivirus bovis	202303138	NULL	bovine hepacivirus	NULL
1009043	202403128	9280	1	Hepacivirus colobi	E	guereza hepacivirus	GHV	1/BWC08	KC551800	NC_074786	Coding-complete genome	ssRNA(+)	vertebrates	NULL	NULL	same	Hepacivirus colobi	202303128	NULL	guereza hepacivirus	NULL
1009044	202403125	9281	1	Hepacivirus equi	E	non-primate hepacivirus	NPHV	NZP1	KP325401	NC_038425	Complete genome	ssRNA(+)	vertebrates	NULL	1605403	same	Hepacivirus equi	202303125	NULL	non-primate hepacivirus	NULL
1009045	202403134	9282	1	Hepacivirus glareoli	E	rodent hepacivirus	RHV-J	3382/GER/2010	KC411777	NC_038429	Coding-complete genome	ssRNA(+)	vertebrates	NULL	3052229	same	Hepacivirus glareoli	202303134	NULL	rodent hepacivirus	NULL
1009046	202403127	9283	1	Hepacivirus hominis	E	hepatitis C virus genotype 1a	HCV1a	H77	AF009606	NC_004102	Complete genome	ssRNA(+)	vertebrates	NULL	41856	same	Hepacivirus hominis	202303127	NULL	hepatitis C virus genotype 1a	NULL
1009047	202403135	9284	1	Hepacivirus macronycteridis	E	bat hepacivirus	BHV-K	PDB-829	KC796074	NC_038430	Coding-complete genome	ssRNA(+)	vertebrates	NULL	3052231	same	Hepacivirus macronycteridis	202303135	NULL	bat hepacivirus	NULL
1009048	202403130	9285	1	Hepacivirus myodae	E	rodent hepacivirus	RHV-F	25842	KC411784	NC_038427	Coding-complete genome	ssRNA(+)	vertebrates	NULL	3052232	same	Hepacivirus myodae	202303130	NULL	rodent hepacivirus	NULL
1009049	202403132	9286	1	Hepacivirus norvegici	E	Norway rat hepacivirus 2	NRHV2	E43	KJ950939	NC_025673	Complete genome	ssRNA(+)	vertebrates	NULL	1562039	same	Hepacivirus norvegici	202303132	NULL	Norway rat hepacivirus 2	NULL
1009050	202403137	9287	1	Hepacivirus otomopis	E	bat hepacivirus	BHV-M	PDB-491.1	KC796078	NC_038431	Coding-complete genome	ssRNA(+)	vertebrates	NULL	3052234	same	Hepacivirus otomopis	202303137	NULL	bat hepacivirus	NULL
1009051	202403129	9288	1	Hepacivirus peromysci	E	rodent hepacivirus	RHV-E	339	KC815310	NC_021153	Complete genome	ssRNA(+)	vertebrates	NULL	1281454	same	Hepacivirus peromysci	202303129	NULL	rodent hepacivirus	NULL
1009052	202403126	9289	1	Hepacivirus platyrrhini	E	GB virus-B	GBV-B	B	U22304	NC_038426	Complete genome	ssRNA(+)	vertebrates	NULL	3052236	same	Hepacivirus platyrrhini	202303126	NULL	GB virus-B	NULL
1009053	202403131	9290	1	Hepacivirus ratti	E	Norway rat hepacivirus 1	NRHV1	C12	KJ950938	NC_025672	Coding-complete genome	ssRNA(+)	vertebrates	NULL	1562038	same	Hepacivirus ratti	202303131	NULL	Norway rat hepacivirus 1	NULL
1009054	202403133	9291	1	Hepacivirus rhabdomysis	E	rodent hepacivirus	RHV-I	3/RSA/2008	KC411806	NC_038428	Coding-complete genome	ssRNA(+)	vertebrates	NULL	3052238	same	Hepacivirus rhabdomysis	202303133	NULL	rodent hepacivirus	NULL
1009055	202403136	9292	1	Hepacivirus vittatae	E	bat hepacivirus	BHV-L	PDB-112	KC796077	NC_031916	Coding-complete genome	ssRNA(+)	vertebrates	NULL	3052239	same	Hepacivirus vittatae	202303136	NULL	bat hepacivirus	NULL
1009056	202403071	9293	1	Orthoflavivirus apoiense	E	Apoi virus	APOIV	ApMAR	AF160193	NC_003676	Complete genome	ssRNA(+)	vertebrates	NULL	64280	same	Orthoflavivirus apoiense	202303071	NULL	Apoi virus	NULL
1009057	202403072	9294	1	Orthoflavivirus aroaense	E	Aroa virus	AROAV	BeAn 4073	AY632536	NC_009026	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64303	same	Orthoflavivirus aroaense	202303072	NULL	Aroa virus	NULL
1009058	202403073	9295	1	Orthoflavivirus bagazaense	E	Bagaza virus	BAGV	DakAr B209	AY632545	NC_012534	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64290	same	Orthoflavivirus bagazaense	202303073	NULL	Bagaza virus	NULL
1009059	202403074	9296	1	Orthoflavivirus banziense	E	Banzi virus	BANV	SAH 366	DQ859056	NC_043110	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	38837	same	Orthoflavivirus banziense	202303074	NULL	Banzi virus	NULL
1009060	202403075	9297	1	Orthoflavivirus boubouiense	E	Bouboui virus	BOUV	DAK AR B490	DQ859057	NC_033693	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64295	same	Orthoflavivirus boubouiense	202303075	NULL	Bouboui virus	NULL
1009061	202403105	9298	1	Orthoflavivirus bravoense	E	Rio Bravo virus	RBV	RiMAR	AF144692	NC_003675	Complete genome	ssRNA(+)	vertebrates	NULL	64285	same	Orthoflavivirus bravoense	202303105	NULL	Rio Bravo virus	NULL
1009062	202403076	9299	1	Orthoflavivirus bukalasaense	E	Bukalasa bat virus	BBV	UGBP-111	AF013365	NC_043111	Partial genome	ssRNA(+)	vertebrates	NULL	64281	same	Orthoflavivirus bukalasaense	202303076	NULL	Bukalasa bat virus	NULL
1009063	202403077	9300	1	Orthoflavivirus cacipacoreense	E	Cacipacoré virus	CPCV	BeAn 3276000	KF917536	NC_026623	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64305	same	Orthoflavivirus cacipacoreense	202303077	NULL	Cacipacoré virus	NULL
1009064	202403078	9301	1	Orthoflavivirus careyense	E	Carey Island virus	CIV	P70-1215	AF013368	NC_043112	Partial genome	ssRNA(+)	vertebrates	NULL	64289	same	Orthoflavivirus careyense	202303078	NULL	Carey Island virus	NULL
1009065	202403079	9302	1	Orthoflavivirus cowboneense	E	Cowbone Ridge virus	CRV	W-10986	AF013370	NC_043113	Partial genome	ssRNA(+)	vertebrates	NULL	64298	same	Orthoflavivirus cowboneense	202303079	NULL	Cowbone Ridge virus	NULL
1009066	202403080	9303	1	Orthoflavivirus dakarense	E	Dakar bat virus	DBV	209	AF013371	NC_043114	Partial genome	ssRNA(+)	vertebrates	NULL	64282	same	Orthoflavivirus dakarense	202303080	NULL	Dakar bat virus	NULL
1009067	202403081	9304	1	Orthoflavivirus denguei	E	dengue virus type 2	DENV-2	16681	U87411	NC_001474	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11060	same	Orthoflavivirus denguei	202303081	NULL	dengue virus type 2	NULL
1009068	202403082	9305	1	Orthoflavivirus edgehillense	E	Edge Hill virus	EHV	YMP 48	DQ859060	NC_030289	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64296	same	Orthoflavivirus edgehillense	202303082	NULL	Edge Hill virus	NULL
1009069	202403114	9306	1	Orthoflavivirus encephalitidis	E	tick-borne encephalitis virus-European subtype	TBEV-Eur	Neudoerfl	U27495	NC_001672	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11084	same	Orthoflavivirus encephalitidis	202303114	NULL	tick-borne encephalitis virus-European subtype	NULL
1009070	202403083	9307	1	Orthoflavivirus entebbeense	E	Entebbe bat virus	ENTV	UgIL-30	DQ837641	NC_008718	Complete genome	ssRNA(+)	vertebrates	NULL	64283	same	Orthoflavivirus entebbeense	202303083	NULL	Entebbe bat virus	NULL
1009071	202403121	9308	1	Orthoflavivirus flavi	E	yellow fever virus	YFV	17D	X03700	NC_002031	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11089	same	Orthoflavivirus flavi	202303121	NULL	yellow fever virus	NULL
1009072	202403084	9309	1	Orthoflavivirus gadgetsense	E	Gadgets Gully virus	GGYV	Aus	DQ235145	NC_033723	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64307	same	Orthoflavivirus gadgetsense	202303084	NULL	Gadgets Gully virus	NULL
1009073	202403085	9310	1	Orthoflavivirus ilheusense	E	Ilhéus virus	ILHV	Original	AY632539	NC_009028	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	59563	same	Orthoflavivirus ilheusense	202303085	NULL	Ilhéus virus	NULL
1009074	202403086	9311	1	Orthoflavivirus israelense	E	Israel turkey meningoencephalomyelitis virus	ITV	NULL	AF013377	NC_043115	Partial genome	ssRNA(+)	invertebrates, vertebrates	NULL	64291	same	Orthoflavivirus israelense	202303086	NULL	Israel turkey meningoencephalomyelitis virus	NULL
1009075	202403087	9312	1	Orthoflavivirus japonicum	E	Japanese encephalitis virus	JEV	JaOArS982	M18370	NC_001437	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11072	same	Orthoflavivirus japonicum	202303087	NULL	Japanese encephalitis virus	NULL
1009076	202403088	9313	1	Orthoflavivirus jugraense	E	Jugra virus	JUGV	P-9-314	DQ859066	NC_033699	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64309	same	Orthoflavivirus jugraense	202303088	NULL	Jugra virus	NULL
1009077	202403089	9314	1	Orthoflavivirus jutiapaense	E	Jutiapa virus	JUTV	JG-128	KJ469371	NC_026620	Complete genome	ssRNA(+)	vertebrates	NULL	64299	same	Orthoflavivirus jutiapaense	202303089	NULL	Jutiapa virus	NULL
1009078	202403090	9315	1	Orthoflavivirus kadamense	E	Kadam virus	KADV	Uganda	DQ235146	NC_033724	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64310	same	Orthoflavivirus kadamense	202303090	NULL	Kadam virus	NULL
1009079	202403091	9316	1	Orthoflavivirus kedougouense	E	Kédougou virus	KEDV	DakAar D1470	AY632540	NC_012533	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64311	same	Orthoflavivirus kedougouense	202303091	NULL	Kédougou virus	NULL
1009080	202403092	9317	1	Orthoflavivirus kokoberaorum	E	Kokobera virus	KOKV	AusMRM 32	AY632541	NC_009029	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	44024	same	Orthoflavivirus kokoberaorum	202303092	NULL	Kokobera virus	NULL
1009081	202403093	9318	1	Orthoflavivirus koutangoense	E	Koutango virus	KOUV	Dak Ar D1470	AF013384	NC_043116	Partial genome	ssRNA(+)	invertebrates, vertebrates	NULL	44025	same	Orthoflavivirus koutangoense	202303093	NULL	Koutango virus	NULL
1009082	202403094	9319	1	Orthoflavivirus kyasanurense	E	Kyasanur Forest disease virus	KFDV	NULL	AY323490	NC_039218	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	33743	same	Orthoflavivirus kyasanurense	202303094	NULL	Kyasanur Forest disease virus	NULL
1009083	202403095	9320	1	Orthoflavivirus langatense	E	Langat virus	LGTV	TP21	AF253419	NC_003690	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11085	same	Orthoflavivirus langatense	202303095	NULL	Langat virus	NULL
1009084	202403112	9321	1	Orthoflavivirus louisense	E	St. Louis encephalitis virus	SLEV	Kern217	DQ525916	NC_007580	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11080	same	Orthoflavivirus louisense	202303112	NULL	St. Louis encephalitis virus	NULL
1009085	202403096	9322	1	Orthoflavivirus loupingi	E	louping ill virus	LIV	369/T2	Y07863	NC_001809	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11086	same	Orthoflavivirus loupingi	202303096	NULL	louping ill virus	NULL
1009086	202403097	9323	1	Orthoflavivirus meabanense	E	Meaban virus	MEAV	France	DQ235144	NC_033721	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	35279	same	Orthoflavivirus meabanense	202303097	NULL	Meaban virus	NULL
1009087	202403098	9324	1	Orthoflavivirus modocense	E	Modoc virus	MODV	M544	AJ242984	NC_003635	Complete genome	ssRNA(+)	vertebrates	NULL	64300	same	Orthoflavivirus modocense	202303098	NULL	Modoc virus	NULL
1009088	202403099	9325	1	Orthoflavivirus montanaense	E	Montana myotis leukoencephalitis virus	MMLV	USA	AJ299445	NC_004119	Complete genome	ssRNA(+)	vertebrates	NULL	64312	same	Orthoflavivirus montanaense	202303099	NULL	Montana myotis leukoencephalitis virus	NULL
1009089	202403100	9326	1	Orthoflavivirus murrayense	E	Murray Valley encephalitis virus	MVEV	18629	AF161266	NC_000943	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11079	same	Orthoflavivirus murrayense	202303100	NULL	Murray Valley encephalitis virus	NULL
1009090	202403119	9327	1	Orthoflavivirus nilense	E	West Nile virus	WNV	956	M12294	NC_001563	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11082	same	Orthoflavivirus nilense	202303119	NULL	West Nile virus	NULL
1009091	202403101	9328	1	Orthoflavivirus ntayaense	E	Ntaya virus	NTAV	IPDIA	JX236040	NC_018705	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64292	same	Orthoflavivirus ntayaense	202303101	NULL	Ntaya virus	NULL
1009092	202403102	9329	1	Orthoflavivirus omskense	E	Omsk hemorrhagic fever virus	OHFV	Bogoluvovska	AY193805	NC_005062	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	12542	same	Orthoflavivirus omskense	202303102	NULL	Omsk hemorrhagic fever virus	NULL
1009093	202403109	9330	1	Orthoflavivirus perlitaense	E	San Perlita virus	SPV	71V-1251	AF013402	NC_043118	Partial genome	ssRNA(+)	vertebrates	NULL	64302	same	Orthoflavivirus perlitaense	202303109	NULL	San Perlita virus	NULL
1009094	202403103	9331	1	Orthoflavivirus phnompenhense	E	Phnom Penh bat virus	PPBV	CAMA-38D	AF013394	NC_074777	Partial genome	ssRNA(+)	vertebrates	NULL	NULL	same	Orthoflavivirus phnompenhense	202303103	NULL	Phnom Penh bat virus	NULL
1009095	202403104	9332	1	Orthoflavivirus powassanense	E	Powassan virus	POWV	LB	L06436	NC_003687	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	11083	same	Orthoflavivirus powassanense	202303104	NULL	Powassan virus	NULL
1009096	202403106	9333	1	Orthoflavivirus royalense	E	Royal Farm virus	RFV	Afghanistan	DQ235149	NC_039219	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64288	same	Orthoflavivirus royalense	202303106	NULL	Royal Farm virus	NULL
1009097	202403107	9334	1	Orthoflavivirus saboyaense	E	Saboya virus	SABV	Dak AR D4600	DQ859062	NC_033697	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64284	same	Orthoflavivirus saboyaense	202303107	NULL	Saboya virus	NULL
1009098	202403110	9335	1	Orthoflavivirus saumarezense	E	Saumarez Reef virus	SREV	Australia	DQ235150	NC_033726	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	40012	same	Orthoflavivirus saumarezense	202303110	NULL	Saumarez Reef virus	NULL
1009099	202403111	9336	1	Orthoflavivirus sepikense	E	Sepik virus	SEPV	MK7148	DQ837642	NC_008719	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	44026	same	Orthoflavivirus sepikense	202303111	NULL	Sepik virus	NULL
1009100	202403113	9337	1	Orthoflavivirus tembusu	E	Tembusu virus	TMUV	JS804	JF895923	NC_015843	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64293	same	Orthoflavivirus tembusu	202303113	NULL	Tembusu virus	NULL
1009101	202403115	9338	1	Orthoflavivirus tyuleniyense	E	Tyuleniy virus	TYUV	LEIV-6C	KF815939	NC_023424	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	40004	same	Orthoflavivirus tyuleniyense	202303115	NULL	Tyuleniy virus	NULL
1009102	202403116	9339	1	Orthoflavivirus ugandaense	E	Uganda S virus	UGSV	Uganda	DQ859065	NC_033698	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64297	same	Orthoflavivirus ugandaense	202303116	NULL	Uganda S virus	NULL
1009103	202403117	9340	1	Orthoflavivirus usutuense	E	Usutu virus	USUV	Vienna 2001	AY453411	NC_006551	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64286	same	Orthoflavivirus usutuense	202303117	NULL	Usutu virus	NULL
1009104	202403108	9341	1	Orthoflavivirus viejaense	E	Sal Vieja virus	SVV	38TWM-106	AF013401	NC_043117	Partial genome	ssRNA(+)	vertebrates	NULL	64301	same	Orthoflavivirus viejaense	202303108	NULL	Sal Vieja virus	NULL
1009105	202403118	9342	1	Orthoflavivirus wesselsbronense	E	Wesselsbron virus	WESSV	SAH177	EU707555	NC_012735	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	164416	same	Orthoflavivirus wesselsbronense	202303118	NULL	Wesselsbron virus	NULL
1009106	202403120	9343	1	Orthoflavivirus yaoundeense	E	Yaoundé virus	YAOV	DakArY 276	AF013413	NC_074778	Partial genome	ssRNA(+)	invertebrates, vertebrates	NULL	NULL	same	Orthoflavivirus yaoundeense	202303120	NULL	Yaoundé virus	NULL
1009107	202403122	9344	1	Orthoflavivirus yokoseense	E	Yokose virus	YOKV	Oita 36	AB114858	NC_005039	Complete genome	ssRNA(+)	vertebrates	NULL	64294	same	Orthoflavivirus yokoseense	202303122	NULL	Yokose virus	NULL
1009108	202403123	9345	1	Orthoflavivirus zikaense	E	Zika virus	ZIKV	MR 766	AY632535	NC_012532	Complete genome	ssRNA(+)	invertebrates, vertebrates	NULL	64320	same	Orthoflavivirus zikaense	202303123	NULL	Zika virus	NULL
1009109	202403144	9346	1	Pegivirus caballi	E	equine pegivirus	EPgV	C0035	KC410872	NC_020902	Coding-complete genome	ssRNA(+)	vertebrates	NULL	1307803	same	Pegivirus caballi	202303144	NULL	equine pegivirus	NULL
1009110	202403145	9347	1	Pegivirus carolliae	E	bat pegivirus F	BPgV-F	PDB-1698	KC796080	NC_038434	Coding-complete genome	ssRNA(+)	vertebrates	NULL	3052605	same	Pegivirus carolliae	202303145	NULL	bat pegivirus F	NULL
