subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	docpath	path	file	basename
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	56	Rename	species	Clampvirus HHTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Clampvirus HHTV1' to 'Clampvirus italiense' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Madisaviridae;Clampvirus;Clampvirus italiense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	57	Rename	species	Hatrivirus HATV3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Hatrivirus HATV3' to 'Hatrivirus caudatum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Pyrstoviridae;Hatrivirus;Hatrivirus caudatum'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	58	Rename	species	Halohivirus HHTV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Halohivirus HHTV2' to 'Halohivirus suolae' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Saparoviridae;Halohivirus;Halohivirus suolae'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	59	Rename	species	Samsavirus HCTV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Samsavirus HCTV2' to 'Samsavirus crystalli' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Saparoviridae;Samsavirus;Samsavirus crystalli'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	60	Rename	species	Lonfivirus HSTV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Lonfivirus HSTV1' to 'Lonfivirus codicilli' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kirjokansivirales;Shortaselviridae;Lonfivirus;Lonfivirus codicilli'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	61	Rename	species	Eilatmyovirus HATV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Eilatmyovirus HATV2' to 'Eilatmyovirus salis' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;Soleiviridae;Eilatmyovirus;Eilatmyovirus salis'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	62	Rename	species	Pormufvirus HRTV28	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Pormufvirus HRTV28' to 'Pormufvirus salinum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Suolaviridae;Pormufvirus;Pormufvirus salinum'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	63	Rename	species	Chaovirus ChaoS9	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Chaovirus ChaoS9' to 'Chaovirus bigenum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vertoviridae;Chaovirus;Chaovirus bigenum'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	64	Rename	species	Myohalovirus phiCh1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Myohalovirus phiCh1' to 'Myohalovirus alkaliphilum' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vertoviridae;Myohalovirus;Myohalovirus alkaliphilum'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	65	Rename	species	Myohalovirus phiH	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Myohalovirus phiH' to 'Myohalovirus spontanei' in 'Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Vertoviridae;Myohalovirus;Myohalovirus spontanei'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	66	Rename	species	Alphapleolipovirus HHPV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphapleolipovirus HHPV1' to 'Alphapleolipovirus italiense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Alphapleolipovirus;Alphapleolipovirus italiense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	67	Rename	species	Alphapleolipovirus HHPV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphapleolipovirus HHPV2' to 'Alphapleolipovirus huluense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Alphapleolipovirus;Alphapleolipovirus huluense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	68	Rename	species	Alphapleolipovirus HRPV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphapleolipovirus HRPV1' to 'Alphapleolipovirus finnoniense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Alphapleolipovirus;Alphapleolipovirus finnoniense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	69	Rename	species	Alphapleolipovirus HRPV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphapleolipovirus HRPV2' to 'Alphapleolipovirus thailandense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Alphapleolipovirus;Alphapleolipovirus thailandense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	70	Rename	species	Alphapleolipovirus HRPV6	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphapleolipovirus HRPV6' to 'Alphapleolipovirus samutsakhonense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Alphapleolipovirus;Alphapleolipovirus samutsakhonense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	71	Rename	species	Betapleolipovirus HGPV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus HGPV1' to 'Betapleolipovirus halogeometrici' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus halogeometrici'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	72	Rename	species	Betapleolipovirus HHPV3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus HHPV3' to 'Betapleolipovirus thailandense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus thailandense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	73	Rename	species	Betapleolipovirus HHPV4	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus HHPV4' to 'Betapleolipovirus italiense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus italiense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	74	Rename	species	Betapleolipovirus HRPV3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus HRPV3' to 'Betapleolipovirus kalvoae' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus kalvoae'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	75	Rename	species	Betapleolipovirus HRPV9	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus HRPV9' to 'Betapleolipovirus flexibile' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus flexibile'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	76	Rename	species	Betapleolipovirus HRPV10	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus HRPV10' to 'Betapleolipovirus senegalense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus senegalense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	77	Rename	species	Betapleolipovirus HRPV11	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus HRPV11' to 'Betapleolipovirus retbaense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus retbaense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	78	Rename	species	Betapleolipovirus HRPV12	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus HRPV12' to 'Betapleolipovirus rosense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus rosense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	79	Rename	species	Betapleolipovirus SNJ2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Betapleolipovirus SNJ2' to 'Betapleolipovirus integrationis' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Betapleolipovirus;Betapleolipovirus integrationis'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	80	Rename	species	Gammapleolipovirus Hardyhisp2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Gammapleolipovirus Hardyhisp2' to 'Gammapleolipovirus hardyense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Gammapleolipovirus;Gammapleolipovirus hardyense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	81	Rename	species	Gammapleolipovirus His2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Gammapleolipovirus His2' to 'Gammapleolipovirus australiense' in 'Monodnaviria;Trapavirae;Saleviricota;Huolimaviricetes;Haloruvirales;Pleolipoviridae;Gammapleolipovirus;Gammapleolipovirus australiense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	82	Rename	species	Yingchengvirus HJIV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Yingchengvirus HJIV1' to 'Yingchengvirus koreaense' in 'Varidnaviria;Helvetiavirae;Dividoviricota;Laserviricetes;Halopanivirales;Simuloviridae;Yingchengvirus;Yingchengvirus koreaense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	83	Rename	species	Yingchengvirus NVIV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Yingchengvirus NVIV1' to 'Yingchengvirus boliviaense' in 'Varidnaviria;Helvetiavirae;Dividoviricota;Laserviricetes;Halopanivirales;Simuloviridae;Yingchengvirus;Yingchengvirus boliviaense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	84	Rename	species	Yingchengvirus SNJ1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Yingchengvirus SNJ1' to 'Yingchengvirus sinense' in 'Varidnaviria;Helvetiavirae;Dividoviricota;Laserviricetes;Halopanivirales;Simuloviridae;Yingchengvirus;Yingchengvirus sinense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	85	Rename	species	Alphasphaerolipovirus HCIV1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphasphaerolipovirus HCIV1' to 'Alphasphaerolipovirus viikkii' in 'Varidnaviria;Helvetiavirae;Dividoviricota;Laserviricetes;Halopanivirales;Sphaerolipoviridae;Alphasphaerolipovirus;Alphasphaerolipovirus viikkii'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	86	Rename	species	Alphasphaerolipovirus HHIV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphasphaerolipovirus HHIV2' to 'Alphasphaerolipovirus helsinkii' in 'Varidnaviria;Helvetiavirae;Dividoviricota;Laserviricetes;Halopanivirales;Sphaerolipoviridae;Alphasphaerolipovirus;Alphasphaerolipovirus helsinkii'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	87	Rename	species	Alphasphaerolipovirus PH1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphasphaerolipovirus PH1' to 'Alphasphaerolipovirus pinkense' in 'Varidnaviria;Helvetiavirae;Dividoviricota;Laserviricetes;Halopanivirales;Sphaerolipoviridae;Alphasphaerolipovirus;Alphasphaerolipovirus pinkense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	88	Rename	species	Alphasphaerolipovirus SH1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphasphaerolipovirus SH1' to 'Alphasphaerolipovirus serpentinense' in 'Varidnaviria;Helvetiavirae;Dividoviricota;Laserviricetes;Halopanivirales;Sphaerolipoviridae;Alphasphaerolipovirus;Alphasphaerolipovirus serpentinense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	89	Rename	species	Sulfolobus turreted icosahedral virus 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus turreted icosahedral virus 1' to 'Alphaturrivirus yellowstonense' in 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Belfryvirales;Turriviridae;Alphaturrivirus;Alphaturrivirus yellowstonense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	90	Rename	species	Sulfolobus turreted icosahedral virus 2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus turreted icosahedral virus 2' to 'Alphaturrivirus hveragerdiense' in 'Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Belfryvirales;Turriviridae;Alphaturrivirus;Alphaturrivirus hveragerdiense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	91	Rename	species	Bottigliavirus ABV	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Bottigliavirus ABV' to 'Bottigliavirus pozzuoliense' in 'Ampullaviridae;Bottigliavirus;Bottigliavirus pozzuoliense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	92	Rename	species	Bottigliavirus ABV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Bottigliavirus ABV2' to 'Bottigliavirus puteoliense' in 'Ampullaviridae;Bottigliavirus;Bottigliavirus puteoliense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	93	Rename	species	Bottigliavirus ABV3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Bottigliavirus ABV3' to 'Bottigliavirus krisuvikense' in 'Ampullaviridae;Bottigliavirus;Bottigliavirus krisuvikense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	94	Rename	species	Acidianus two-tailed virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Acidianus two-tailed virus' to 'Bicaudavirus pozzuoliense' in 'Bicaudaviridae;Bicaudavirus;Bicaudavirus pozzuoliense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	95	Rename	species	Aeropyrum pernix bacilliform virus 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Aeropyrum pernix bacilliform virus 1' to 'Clavavirus yamagawaense' in 'Clavaviridae;Clavavirus;Clavavirus yamagawaense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	96	Rename	species	Sulfolobus spindle-shaped virus 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus spindle-shaped virus 1' to 'Alphafusellovirus beppuense' in 'Fuselloviridae;Alphafusellovirus;Alphafusellovirus beppuense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	97	Rename	species	Sulfolobus spindle-shaped virus 2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus spindle-shaped virus 2' to 'Alphafusellovirus reykjanesense' in 'Fuselloviridae;Alphafusellovirus;Alphafusellovirus reykjanesense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	98	Rename	species	Sulfolobus spindle-shaped virus 4	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus spindle-shaped virus 4' to 'Alphafusellovirus arnavatnense' in 'Fuselloviridae;Alphafusellovirus;Alphafusellovirus arnavatnense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	99	Rename	species	Sulfolobus spindle-shaped virus 5	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus spindle-shaped virus 5' to 'Alphafusellovirus hveragerdiense' in 'Fuselloviridae;Alphafusellovirus;Alphafusellovirus hveragerdiense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	100	Rename	species	Sulfolobus spindle-shaped virus 7	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus spindle-shaped virus 7' to 'Alphafusellovirus hengillense' in 'Fuselloviridae;Alphafusellovirus;Alphafusellovirus hengillense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	101	Rename	species	Sulfolobus spindle-shaped virus 8	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus spindle-shaped virus 8' to 'Alphafusellovirus yellowstonense' in 'Fuselloviridae;Alphafusellovirus;Alphafusellovirus yellowstonense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	102	Rename	species	Sulfolobus spindle-shaped virus 9	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus spindle-shaped virus 9' to 'Alphafusellovirus kamchatkaense' in 'Fuselloviridae;Alphafusellovirus;Alphafusellovirus kamchatkaense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	103	Rename	species	Acidianus spindle-shaped virus 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Acidianus spindle-shaped virus 1' to 'Betafusellovirus yellowstonense' in 'Fuselloviridae;Betafusellovirus;Betafusellovirus yellowstonense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	104	Rename	species	Sulfolobus spindle-shaped virus 6	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Sulfolobus spindle-shaped virus 6' to 'Betafusellovirus hveragerdiense' in 'Fuselloviridae;Betafusellovirus;Betafusellovirus hveragerdiense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	105	Rename	species	Alphaglobulovirus PSV	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphaglobulovirus PSV' to 'Alphaglobulovirus obsidianense' in 'Globuloviridae;Alphaglobulovirus;Alphaglobulovirus obsidianense'	NA	NA	NA	NA	NA
Archaeal viruses (A) proposals	2023.001A	2023.001A.N.v1.Archaeal_binomials.docx	2023.001A.N.v1.Archaeal_binomials.xlsx	106	Rename	species	Alphaglobulovirus PSV2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Alphaglobulovirus PSV2' to 'Alphaglobulovirus pozzuoliense' in 'Globuloviridae;Alphaglobulovirus;Alphaglobulovirus pozzuoliense'	NA	NA	NA	NA	NA
